delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260131_1,2026-01-31,Thane_West_Hub,West,Naupada,Afternoon,27,29.7,Delivered,Partner_C
20260131_2,2026-01-31,Thane_West_Hub,West,Naupada,Morning,26,27.1,Delivered,Partner_B
20260131_3,2026-01-31,Thane_West_Hub,West,Naupada,Morning,27,27.6,Delivered,Partner_A
20260131_4,2026-01-31,Thane_West_Hub,West,Naupada,Afternoon,28,30.5,Delivered,Partner_A
20260131_5,2026-01-31,Thane_West_Hub,West,Naupada,Morning,26,27.1,Delivered,Partner_B
20260131_6,2026-01-31,Thane_West_Hub,West,Naupada,Morning,28,29.5,Delivered,Partner_B
20260131_7,2026-01-31,Thane_West_Hub,West,Naupada,Afternoon,26,28.3,Delivered,Partner_A
20260131_8,2026-01-31,Thane_West_Hub,West,Naupada,Afternoon,26,28.5,Delivered,Partner_C
20260131_9,2026-01-31,Thane_West_Hub,West,Naupada,Evening,28,32.8,Delivered,Partner_A
20260131_10,2026-01-31,Thane_West_Hub,West,Naupada,Afternoon,25,27.6,Delivered,Partner_A
20260131_11,2026-01-31,Thane_West_Hub,West,Naupada,Afternoon,28,30.7,Delivered,Partner_A
20260131_12,2026-01-31,Thane_West_Hub,West,Naupada,Evening,29,33.4,Delivered,Partner_C
20260131_13,2026-01-31,Thane_West_Hub,West,Naupada,Evening,29,35.1,Delivered,Partner_C
20260131_14,2026-01-31,Thane_West_Hub,West,Naupada,Evening,28,32.1,Delivered,Partner_B
20260131_15,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Evening,25,30.6,Delivered,Partner_C
20260131_16,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Evening,29,35.2,Delivered,Partner_A
20260131_17,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Morning,27,27.3,Delivered,Partner_B
20260131_18,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Afternoon,27,29.5,Delivered,Partner_A
20260131_19,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Morning,29,29.6,Delivered,Partner_A
20260131_20,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Afternoon,25,27.6,Delivered,Partner_B
20260131_21,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Afternoon,27,29.8,Delivered,Partner_C
20260131_22,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Afternoon,25,27.3,Delivered,Partner_A
20260131_23,2026-01-31,Thane_West_Hub,West,Panchpakhadi,Morning,25,26.7,Delivered,Partner_B
20260131_24,2026-01-31,Thane_West_Hub,West,Ram Maruti Road,Evening,28,32.3,Delivered,Partner_A
20260131_25,2026-01-31,Thane_West_Hub,West,Ram Maruti Road,Evening,26,30.9,Delivered,Partner_C
20260131_26,2026-01-31,Thane_West_Hub,West,Ram Maruti Road,Afternoon,26,28.1,Delivered,Partner_B
20260131_27,2026-01-31,Thane_West_Hub,West,Ram Maruti Road,Evening,25,33.0,Delivered,Partner_B
20260131_28,2026-01-31,Thane_West_Hub,West,Ram Maruti Road,Afternoon,25,28.9,Delivered,Partner_C
20260131_29,2026-01-31,Thane_West_Hub,West,Ram Maruti Road,Afternoon,28,31.8,Delivered,Partner_C
20260131_30,2026-01-31,Thane_West_Hub,West,Ram Maruti Road,Evening,27,33.2,Delivered,Partner_A
20260131_31,2026-01-31,Thane_West_Hub,West,Talaopali,Morning,28,29.8,Delivered,Partner_A
20260131_32,2026-01-31,Thane_West_Hub,West,Talaopali,Morning,27,28.2,Delivered,Partner_A
20260131_33,2026-01-31,Thane_West_Hub,West,Talaopali,Afternoon,26,29.9,Delivered,Partner_C
20260131_34,2026-01-31,Thane_West_Hub,West,Talaopali,Evening,28,34.5,Delivered,Partner_B
20260131_35,2026-01-31,Thane_West_Hub,West,Talaopali,Morning,28,30.0,Delivered,Partner_A
20260131_36,2026-01-31,Thane_West_Hub,West,Uthalsar,Evening,27,31.8,Delivered,Partner_B
20260131_37,2026-01-31,Thane_West_Hub,West,Uthalsar,Evening,26,32.9,Delivered,Partner_A
20260131_38,2026-01-31,Thane_West_Hub,West,Uthalsar,Afternoon,25,27.4,Delivered,Partner_B
20260131_39,2026-01-31,Thane_West_Hub,West,Uthalsar,Evening,27,33.6,Delivered,Partner_A
20260131_40,2026-01-31,Thane_West_Hub,West,Uthalsar,Morning,29,30.4,Delivered,Partner_A
20260131_41,2026-01-31,Thane_West_Hub,West,Uthalsar,Afternoon,27,29.9,Delivered,Partner_C
20260131_42,2026-01-31,Thane_West_Hub,West,Uthalsar,Evening,26,31.9,Delivered,Partner_A
20260131_43,2026-01-31,Thane_West_Hub,West,Uthalsar,Afternoon,28,30.2,Delivered,Partner_A
20260131_44,2026-01-31,Thane_West_Hub,West,Uthalsar,Morning,27,27.5,Delivered,Partner_B
