delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260212_1,2026-02-12,Thane_West_Hub,West,Naupada,Evening,29,29.9,Delivered,Partner_C
20260212_2,2026-02-12,Thane_West_Hub,West,Naupada,Afternoon,31,31.9,Delivered,Partner_B
20260212_3,2026-02-12,Thane_West_Hub,West,Naupada,Evening,28,26.7,Delivered,Partner_A
20260212_4,2026-02-12,Thane_West_Hub,West,Naupada,Morning,27,26.8,Delivered,Partner_B
20260212_5,2026-02-12,Thane_West_Hub,West,Naupada,Afternoon,30,30.5,Delivered,Partner_A
20260212_6,2026-02-12,Thane_West_Hub,West,Naupada,Afternoon,27,26.7,Delivered,Partner_C
20260212_7,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Evening,31,34.4,Delivered,Partner_C
20260212_8,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Morning,31,29.8,Delivered,Partner_C
20260212_9,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Morning,27,27.4,Delivered,Partner_C
20260212_10,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Afternoon,30,32.1,Delivered,Partner_C
20260212_11,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Morning,28,26.3,Delivered,Partner_C
20260212_12,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Evening,27,27.7,Delivered,Partner_B
20260212_13,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Morning,30,28.2,Delivered,Partner_A
20260212_14,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Morning,27,27.0,Delivered,Partner_C
20260212_15,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Evening,28,28.7,Delivered,Partner_C
20260212_16,2026-02-12,Thane_West_Hub,West,Panchpakhadi,Evening,29,31.7,Delivered,Partner_A
20260212_17,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Afternoon,27,26.4,Delivered,Partner_B
20260212_18,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Morning,30,28.6,Delivered,Partner_A
20260212_19,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Morning,29,30.2,Delivered,Partner_A
20260212_20,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Afternoon,30,31.1,Delivered,Partner_A
20260212_21,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Afternoon,29,30.5,Delivered,Partner_B
20260212_22,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Evening,30,32.8,Delivered,Partner_A
20260212_23,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Afternoon,29,28.6,Delivered,Partner_A
20260212_24,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Morning,30,30.7,Delivered,Partner_C
20260212_25,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Morning,27,27.1,Delivered,Partner_C
20260212_26,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Evening,28,28.6,Delivered,Partner_B
20260212_27,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Morning,28,27.1,Delivered,Partner_C
20260212_28,2026-02-12,Thane_West_Hub,West,Ram Maruti Road,Afternoon,29,28.0,Delivered,Partner_A
20260212_29,2026-02-12,Thane_West_Hub,West,Talaopali,Afternoon,30,30.9,Delivered,Partner_C
20260212_30,2026-02-12,Thane_West_Hub,West,Talaopali,Morning,27,26.1,Delivered,Partner_C
20260212_31,2026-02-12,Thane_West_Hub,West,Talaopali,Morning,29,28.3,Delivered,Partner_C
20260212_32,2026-02-12,Thane_West_Hub,West,Talaopali,Afternoon,31,32.6,Delivered,Partner_A
20260212_33,2026-02-12,Thane_West_Hub,West,Talaopali,Afternoon,30,30.9,Delivered,Partner_A
20260212_34,2026-02-12,Thane_West_Hub,West,Talaopali,Afternoon,30,32.5,Delivered,Partner_A
20260212_35,2026-02-12,Thane_West_Hub,West,Talaopali,Morning,29,28.7,Delivered,Partner_C
20260212_36,2026-02-12,Thane_West_Hub,West,Talaopali,Morning,30,30.1,Delivered,Partner_A
