delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260218_1,2026-02-18,Thane_West_Hub,West,Naupada,Evening,28,28.0,Delivered,Partner_A
20260218_2,2026-02-18,Thane_West_Hub,West,Naupada,Afternoon,31,31.3,Delivered,Partner_B
20260218_3,2026-02-18,Thane_West_Hub,West,Naupada,Morning,28,27.3,Delivered,Partner_B
20260218_4,2026-02-18,Thane_West_Hub,West,Naupada,Evening,29,30.4,Delivered,Partner_B
20260218_5,2026-02-18,Thane_West_Hub,West,Naupada,Morning,28,27.6,Delivered,Partner_B
20260218_6,2026-02-18,Thane_West_Hub,West,Naupada,Afternoon,31,32.8,Delivered,Partner_B
20260218_7,2026-02-18,Thane_West_Hub,West,Naupada,Morning,27,27.3,Delivered,Partner_B
20260218_8,2026-02-18,Thane_West_Hub,West,Naupada,Morning,31,29.3,Delivered,Partner_C
20260218_9,2026-02-18,Thane_West_Hub,West,Naupada,Evening,31,34.9,Delivered,Partner_C
20260218_10,2026-02-18,Thane_West_Hub,West,Naupada,Morning,31,29.0,Delivered,Partner_A
20260218_11,2026-02-18,Thane_West_Hub,West,Naupada,Morning,29,31.6,Delivered,Partner_A
20260218_12,2026-02-18,Thane_West_Hub,West,Naupada,Morning,31,30.1,Delivered,Partner_A
20260218_13,2026-02-18,Thane_West_Hub,West,Naupada,Afternoon,28,26.3,Delivered,Partner_B
20260218_14,2026-02-18,Thane_West_Hub,West,Naupada,Morning,27,27.3,Delivered,Partner_B
20260218_15,2026-02-18,Thane_West_Hub,West,Naupada,Evening,30,33.6,Delivered,Partner_B
20260218_16,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Morning,28,28.5,Delivered,Partner_B
20260218_17,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Morning,30,28.7,Delivered,Partner_A
20260218_18,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Morning,28,27.0,Delivered,Partner_C
20260218_19,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Evening,29,29.8,Delivered,Partner_C
20260218_20,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Morning,29,30.5,Delivered,Partner_B
20260218_21,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Morning,29,31.5,Delivered,Partner_A
20260218_22,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Afternoon,30,32.3,Delivered,Partner_B
20260218_23,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Evening,31,35.4,Delivered,Partner_B
20260218_24,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Morning,29,30.7,Delivered,Partner_A
20260218_25,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Evening,30,33.3,Delivered,Partner_C
20260218_26,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Afternoon,28,26.4,Delivered,Partner_A
20260218_27,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Morning,29,28.7,Delivered,Partner_C
20260218_28,2026-02-18,Thane_West_Hub,West,Panchpakhadi,Afternoon,31,31.0,Delivered,Partner_A
20260218_29,2026-02-18,Thane_West_Hub,West,Ram Maruti Road,Morning,27,26.8,Delivered,Partner_A
20260218_30,2026-02-18,Thane_West_Hub,West,Ram Maruti Road,Evening,27,26.5,Delivered,Partner_C
20260218_31,2026-02-18,Thane_West_Hub,West,Ram Maruti Road,Evening,28,26.4,Delivered,Partner_B
20260218_32,2026-02-18,Thane_West_Hub,West,Ram Maruti Road,Morning,28,28.0,Delivered,Partner_A
20260218_33,2026-02-18,Thane_West_Hub,West,Ram Maruti Road,Afternoon,31,33.3,Delivered,Partner_A
20260218_34,2026-02-18,Thane_West_Hub,West,Ram Maruti Road,Morning,29,31.9,Delivered,Partner_A
20260218_35,2026-02-18,Thane_West_Hub,West,Ram Maruti Road,Evening,27,26.0,Delivered,Partner_A
20260218_36,2026-02-18,Thane_West_Hub,West,Talaopali,Morning,27,25.3,Delivered,Partner_A
20260218_37,2026-02-18,Thane_West_Hub,West,Talaopali,Afternoon,30,30.9,Delivered,Partner_A
20260218_38,2026-02-18,Thane_West_Hub,West,Talaopali,Afternoon,31,33.3,Delivered,Partner_C
20260218_39,2026-02-18,Thane_West_Hub,West,Talaopali,Morning,27,25.4,Delivered,Partner_C
20260218_40,2026-02-18,Thane_West_Hub,West,Talaopali,Afternoon,27,25.9,Delivered,Partner_B
20260218_41,2026-02-18,Thane_West_Hub,West,Talaopali,Evening,31,33.7,Delivered,Partner_A
20260218_42,2026-02-18,Thane_West_Hub,West,Talaopali,Morning,27,25.4,Delivered,Partner_C
20260218_43,2026-02-18,Thane_West_Hub,West,Uthalsar,Evening,27,26.2,Delivered,Partner_A
20260218_44,2026-02-18,Thane_West_Hub,West,Uthalsar,Evening,29,31.3,Delivered,Partner_C
20260218_45,2026-02-18,Thane_West_Hub,West,Uthalsar,Afternoon,27,26.4,Delivered,Partner_A
