delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260216_1,2026-02-16,Thane_West_Hub,West,Naupada,Afternoon,28,26.8,Delivered,Partner_C
20260216_2,2026-02-16,Thane_West_Hub,West,Naupada,Morning,29,29.8,Delivered,Partner_C
20260216_3,2026-02-16,Thane_West_Hub,West,Naupada,Evening,28,27.4,Delivered,Partner_B
20260216_4,2026-02-16,Thane_West_Hub,West,Naupada,Afternoon,31,31.7,Delivered,Partner_A
20260216_5,2026-02-16,Thane_West_Hub,West,Naupada,Morning,27,26.5,Delivered,Partner_A
20260216_6,2026-02-16,Thane_West_Hub,West,Panchpakhadi,Morning,30,29.1,Delivered,Partner_C
20260216_7,2026-02-16,Thane_West_Hub,West,Panchpakhadi,Morning,31,29.0,Delivered,Partner_B
20260216_8,2026-02-16,Thane_West_Hub,West,Panchpakhadi,Afternoon,29,31.5,Delivered,Partner_C
20260216_9,2026-02-16,Thane_West_Hub,West,Panchpakhadi,Evening,30,32.1,Delivered,Partner_B
20260216_10,2026-02-16,Thane_West_Hub,West,Panchpakhadi,Morning,30,29.3,Delivered,Partner_A
20260216_11,2026-02-16,Thane_West_Hub,West,Panchpakhadi,Morning,27,25.4,Delivered,Partner_C
20260216_12,2026-02-16,Thane_West_Hub,West,Panchpakhadi,Afternoon,28,27.1,Delivered,Partner_B
20260216_13,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Morning,29,28.9,Delivered,Partner_A
20260216_14,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Morning,30,29.2,Delivered,Partner_B
20260216_15,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Morning,28,26.6,Delivered,Partner_C
20260216_16,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Evening,28,28.6,Delivered,Partner_B
20260216_17,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Morning,30,29.5,Delivered,Partner_B
20260216_18,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Morning,27,26.0,Delivered,Partner_B
20260216_19,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Evening,27,26.3,Delivered,Partner_B
20260216_20,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Afternoon,27,28.0,Delivered,Partner_A
20260216_21,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Evening,27,27.5,Delivered,Partner_A
20260216_22,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Morning,30,30.3,Delivered,Partner_A
20260216_23,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Evening,31,36.6,Failed,Partner_B
20260216_24,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Afternoon,30,31.2,Delivered,Partner_A
20260216_25,2026-02-16,Thane_West_Hub,West,Ram Maruti Road,Afternoon,31,31.6,Delivered,Partner_A
20260216_26,2026-02-16,Thane_West_Hub,West,Talaopali,Morning,30,28.9,Delivered,Partner_A
20260216_27,2026-02-16,Thane_West_Hub,West,Talaopali,Morning,27,27.8,Delivered,Partner_A
20260216_28,2026-02-16,Thane_West_Hub,West,Talaopali,Evening,27,25.7,Delivered,Partner_B
20260216_29,2026-02-16,Thane_West_Hub,West,Talaopali,Morning,28,26.8,Delivered,Partner_B
20260216_30,2026-02-16,Thane_West_Hub,West,Talaopali,Morning,28,28.3,Delivered,Partner_A
20260216_31,2026-02-16,Thane_West_Hub,West,Talaopali,Morning,28,27.7,Delivered,Partner_A
20260216_32,2026-02-16,Thane_West_Hub,West,Talaopali,Evening,28,28.5,Delivered,Partner_B
20260216_33,2026-02-16,Thane_West_Hub,West,Talaopali,Afternoon,27,26.7,Delivered,Partner_A
20260216_34,2026-02-16,Thane_West_Hub,West,Talaopali,Evening,27,26.6,Delivered,Partner_A
20260216_35,2026-02-16,Thane_West_Hub,West,Uthalsar,Morning,28,28.4,Delivered,Partner_C
20260216_36,2026-02-16,Thane_West_Hub,West,Uthalsar,Afternoon,28,28.5,Delivered,Partner_C
20260216_37,2026-02-16,Thane_West_Hub,West,Uthalsar,Evening,29,28.8,Delivered,Partner_B
20260216_38,2026-02-16,Thane_West_Hub,West,Uthalsar,Morning,28,27.6,Delivered,Partner_B
20260216_39,2026-02-16,Thane_West_Hub,West,Uthalsar,Afternoon,29,31.8,Delivered,Partner_C
20260216_40,2026-02-16,Thane_West_Hub,West,Vartak Nagar,Morning,27,27.4,Delivered,Partner_C
20260216_41,2026-02-16,Thane_West_Hub,West,Vartak Nagar,Afternoon,29,29.8,Delivered,Partner_B
20260216_42,2026-02-16,Thane_West_Hub,West,Vartak Nagar,Afternoon,30,31.7,Delivered,Partner_C
20260216_43,2026-02-16,Thane_West_Hub,West,Vartak Nagar,Morning,31,29.8,Delivered,Partner_C
20260216_44,2026-02-16,Thane_West_Hub,West,Vartak Nagar,Morning,27,25.6,Delivered,Partner_A
20260216_45,2026-02-16,Thane_West_Hub,West,Vartak Nagar,Evening,27,27.4,Delivered,Partner_C
20260216_46,2026-02-16,Thane_West_Hub,West,Vartak Nagar,Evening,29,31.1,Delivered,Partner_C
20260216_47,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Evening,27,25.8,Delivered,Partner_A
20260216_48,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Morning,31,30.9,Delivered,Partner_B
20260216_49,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Afternoon,27,25.5,Delivered,Partner_B
20260216_50,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Morning,29,28.4,Delivered,Partner_A
20260216_51,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Morning,31,31.1,Delivered,Partner_A
20260216_52,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Morning,30,28.7,Delivered,Partner_B
20260216_53,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Afternoon,31,31.3,Delivered,Partner_C
20260216_54,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Morning,30,29.9,Delivered,Partner_B
20260216_55,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Morning,27,26.7,Delivered,Partner_C
20260216_56,2026-02-16,Thane_West_Hub,West,Lokmanya Nagar,Morning,29,30.1,Delivered,Partner_C
20260216_57,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Afternoon,31,31.0,Delivered,Partner_C
20260216_58,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Afternoon,30,32.6,Delivered,Partner_C
20260216_59,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Morning,27,27.1,Delivered,Partner_C
20260216_60,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Morning,27,26.5,Delivered,Partner_A
20260216_61,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Evening,27,27.6,Delivered,Partner_C
20260216_62,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Afternoon,30,32.3,Delivered,Partner_C
20260216_63,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Morning,27,27.0,Delivered,Partner_C
20260216_64,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Evening,30,32.2,Delivered,Partner_A
20260216_65,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Morning,29,28.7,Delivered,Partner_C
20260216_66,2026-02-16,Thane_West_Hub,West,Nitin Company Area,Morning,29,30.4,Delivered,Partner_A
20260216_67,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Evening,29,29.4,Delivered,Partner_B
20260216_68,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Morning,27,27.2,Delivered,Partner_B
20260216_69,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Afternoon,27,25.1,Delivered,Partner_A
20260216_70,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Morning,29,31.6,Delivered,Partner_B
20260216_71,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Evening,29,31.9,Delivered,Partner_C
20260216_72,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Evening,30,34.7,Delivered,Partner_B
20260216_73,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Afternoon,28,27.7,Delivered,Partner_B
20260216_74,2026-02-16,Thane_West_Hub,West,Vasant Vihar,Morning,28,26.3,Delivered,Partner_B
20260216_75,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Evening,30,33.5,Delivered,Partner_A
20260216_76,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Evening,28,28.6,Delivered,Partner_A
20260216_77,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Morning,30,28.9,Delivered,Partner_B
20260216_78,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Evening,30,34.6,Delivered,Partner_B
20260216_79,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Afternoon,27,25.4,Delivered,Partner_C
20260216_80,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Evening,30,34.5,Delivered,Partner_B
20260216_81,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Afternoon,30,30.0,Delivered,Partner_B
20260216_82,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Morning,27,25.8,Delivered,Partner_A
20260216_83,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Evening,29,29.7,Delivered,Partner_C
20260216_84,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Afternoon,29,30.5,Delivered,Partner_C
20260216_85,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Morning,30,30.1,Delivered,Partner_B
20260216_86,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Morning,29,29.3,Delivered,Partner_B
20260216_87,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Evening,29,30.5,Delivered,Partner_C
20260216_88,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Morning,28,26.5,Delivered,Partner_A
20260216_89,2026-02-16,Thane_West_Hub,West,Chirag Nagar,Morning,31,31.7,Delivered,Partner_A
20260216_90,2026-02-16,Thane_West_Hub,West,Upvan,Evening,27,26.2,Delivered,Partner_A
20260216_91,2026-02-16,Thane_West_Hub,West,Upvan,Afternoon,30,32.6,Delivered,Partner_B
20260216_92,2026-02-16,Thane_West_Hub,West,Upvan,Morning,27,25.7,Delivered,Partner_C
20260216_93,2026-02-16,Thane_West_Hub,West,Upvan,Evening,28,28.0,Delivered,Partner_B
20260216_94,2026-02-16,Thane_West_Hub,West,Upvan,Morning,27,26.1,Delivered,Partner_C
20260216_95,2026-02-16,Thane_West_Hub,West,Upvan,Morning,30,29.4,Delivered,Partner_A
20260216_96,2026-02-16,Thane_West_Hub,West,Upvan,Morning,27,26.3,Delivered,Partner_A
20260216_97,2026-02-16,Thane_West_Hub,West,Upvan,Afternoon,30,32.7,Delivered,Partner_B
20260216_98,2026-02-16,Thane_West_Hub,West,Upvan,Morning,29,30.3,Delivered,Partner_A
20260216_99,2026-02-16,Thane_West_Hub,West,Upvan,Evening,27,26.1,Delivered,Partner_B
20260216_100,2026-02-16,Thane_West_Hub,West,Upvan,Morning,30,30.8,Delivered,Partner_B
20260216_101,2026-02-16,Thane_West_Hub,West,Upvan,Morning,30,29.9,Delivered,Partner_A
20260216_102,2026-02-16,Thane_West_Hub,West,Dhokali,Morning,28,29.1,Delivered,Partner_B
20260216_103,2026-02-16,Thane_West_Hub,West,Dhokali,Morning,29,31.1,Delivered,Partner_C
20260216_104,2026-02-16,Thane_West_Hub,West,Dhokali,Afternoon,30,31.8,Delivered,Partner_C
20260216_105,2026-02-16,Thane_West_Hub,West,Dhokali,Evening,27,27.8,Delivered,Partner_B
20260216_106,2026-02-16,Thane_West_Hub,West,Dhokali,Evening,27,26.7,Delivered,Partner_B
20260216_107,2026-02-16,Thane_West_Hub,West,Dhokali,Evening,30,35.0,Delivered,Partner_A
20260216_108,2026-02-16,Thane_West_Hub,West,Dhokali,Morning,28,27.4,Delivered,Partner_C
20260216_109,2026-02-16,Thane_West_Hub,West,Dhokali,Afternoon,28,27.9,Delivered,Partner_C
20260216_110,2026-02-16,Thane_West_Hub,West,Majiwada,Afternoon,27,25.8,Delivered,Partner_A
20260216_111,2026-02-16,Thane_West_Hub,West,Majiwada,Evening,27,26.7,Delivered,Partner_B
20260216_112,2026-02-16,Thane_West_Hub,West,Majiwada,Morning,27,25.1,Delivered,Partner_C
20260216_113,2026-02-16,Thane_West_Hub,West,Majiwada,Morning,30,32.1,Delivered,Partner_A
20260216_114,2026-02-16,Thane_West_Hub,West,Majiwada,Afternoon,29,28.7,Delivered,Partner_A
20260216_115,2026-02-16,Thane_West_Hub,West,Majiwada,Morning,30,29.4,Delivered,Partner_C
20260216_116,2026-02-16,Thane_West_Hub,West,Majiwada,Evening,31,36.4,Failed,Partner_C
20260216_117,2026-02-16,Thane_West_Hub,West,Majiwada,Evening,28,27.7,Delivered,Partner_C
20260216_118,2026-02-16,Thane_West_Hub,West,Majiwada,Evening,27,26.0,Delivered,Partner_C
20260216_119,2026-02-16,Thane_West_Hub,West,Majiwada,Evening,31,36.3,Failed,Partner_A
20260216_120,2026-02-16,Thane_West_Hub,West,Majiwada,Morning,31,31.6,Delivered,Partner_B
20260216_121,2026-02-16,Thane_West_Hub,West,Kolshet Road,Evening,31,34.9,Delivered,Partner_C
20260216_122,2026-02-16,Thane_West_Hub,West,Kolshet Road,Morning,28,27.8,Delivered,Partner_A
20260216_123,2026-02-16,Thane_West_Hub,West,Kolshet Road,Afternoon,31,31.8,Delivered,Partner_B
