delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260211_1,2026-02-11,Thane_West_Hub,West,Naupada,Morning,27,26.9,Delivered,Partner_C
20260211_2,2026-02-11,Thane_West_Hub,West,Naupada,Morning,31,31.3,Delivered,Partner_C
20260211_3,2026-02-11,Thane_West_Hub,West,Naupada,Morning,30,30.4,Delivered,Partner_C
20260211_4,2026-02-11,Thane_West_Hub,West,Naupada,Evening,29,29.8,Delivered,Partner_B
20260211_5,2026-02-11,Thane_West_Hub,West,Naupada,Evening,27,25.1,Delivered,Partner_A
20260211_6,2026-02-11,Thane_West_Hub,West,Naupada,Afternoon,27,26.5,Delivered,Partner_A
20260211_7,2026-02-11,Thane_West_Hub,West,Naupada,Morning,31,31.0,Delivered,Partner_B
20260211_8,2026-02-11,Thane_West_Hub,West,Naupada,Afternoon,28,26.6,Delivered,Partner_A
20260211_9,2026-02-11,Thane_West_Hub,West,Naupada,Evening,29,28.3,Delivered,Partner_B
20260211_10,2026-02-11,Thane_West_Hub,West,Naupada,Morning,28,28.1,Delivered,Partner_A
20260211_11,2026-02-11,Thane_West_Hub,West,Naupada,Evening,27,26.0,Delivered,Partner_A
20260211_12,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Afternoon,28,28.5,Delivered,Partner_A
20260211_13,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Morning,27,26.1,Delivered,Partner_B
20260211_14,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Afternoon,30,32.6,Delivered,Partner_B
20260211_15,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Evening,29,30.1,Delivered,Partner_C
20260211_16,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Evening,29,31.8,Delivered,Partner_C
20260211_17,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Morning,29,30.9,Delivered,Partner_A
20260211_18,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Morning,27,26.5,Delivered,Partner_B
20260211_19,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Afternoon,31,33.5,Delivered,Partner_B
20260211_20,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Evening,27,27.2,Delivered,Partner_A
20260211_21,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Afternoon,29,29.8,Delivered,Partner_A
20260211_22,2026-02-11,Thane_West_Hub,West,Panchpakhadi,Evening,31,36.5,Failed,Partner_B
20260211_23,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Afternoon,27,25.1,Delivered,Partner_C
20260211_24,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Evening,31,36.5,Failed,Partner_C
20260211_25,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Evening,31,35.5,Delivered,Partner_A
20260211_26,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Morning,28,29.0,Delivered,Partner_B
20260211_27,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Morning,27,27.4,Delivered,Partner_A
20260211_28,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Afternoon,29,29.5,Delivered,Partner_B
20260211_29,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Afternoon,29,29.0,Delivered,Partner_C
20260211_30,2026-02-11,Thane_West_Hub,West,Ram Maruti Road,Evening,28,26.1,Delivered,Partner_A
20260211_31,2026-02-11,Thane_West_Hub,West,Talaopali,Morning,30,28.1,Delivered,Partner_A
20260211_32,2026-02-11,Thane_West_Hub,West,Talaopali,Afternoon,27,27.2,Delivered,Partner_A
20260211_33,2026-02-11,Thane_West_Hub,West,Talaopali,Morning,31,29.8,Delivered,Partner_C
20260211_34,2026-02-11,Thane_West_Hub,West,Talaopali,Morning,27,25.1,Delivered,Partner_B
20260211_35,2026-02-11,Thane_West_Hub,West,Talaopali,Morning,27,26.8,Delivered,Partner_C
20260211_36,2026-02-11,Thane_West_Hub,West,Talaopali,Afternoon,29,30.7,Delivered,Partner_C
20260211_37,2026-02-11,Thane_West_Hub,West,Talaopali,Evening,27,27.5,Delivered,Partner_A
20260211_38,2026-02-11,Thane_West_Hub,West,Talaopali,Afternoon,29,30.6,Delivered,Partner_C
20260211_39,2026-02-11,Thane_West_Hub,West,Talaopali,Evening,27,26.4,Delivered,Partner_B
20260211_40,2026-02-11,Thane_West_Hub,West,Talaopali,Evening,28,26.9,Delivered,Partner_B
20260211_41,2026-02-11,Thane_West_Hub,West,Talaopali,Evening,31,34.8,Delivered,Partner_A
20260211_42,2026-02-11,Thane_West_Hub,West,Talaopali,Afternoon,29,31.1,Delivered,Partner_A
20260211_43,2026-02-11,Thane_West_Hub,West,Talaopali,Morning,30,29.9,Delivered,Partner_C
20260211_44,2026-02-11,Thane_West_Hub,West,Talaopali,Evening,30,33.7,Delivered,Partner_A
20260211_45,2026-02-11,Thane_West_Hub,West,Talaopali,Evening,27,27.0,Delivered,Partner_A
20260211_46,2026-02-11,Thane_West_Hub,West,Uthalsar,Morning,31,30.7,Delivered,Partner_C
20260211_47,2026-02-11,Thane_West_Hub,West,Uthalsar,Morning,29,31.0,Delivered,Partner_A
20260211_48,2026-02-11,Thane_West_Hub,West,Uthalsar,Morning,31,30.9,Delivered,Partner_A
