delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260217_1,2026-02-17,Thane_West_Hub,West,Naupada,Morning,31,29.4,Delivered,Partner_C
20260217_2,2026-02-17,Thane_West_Hub,West,Naupada,Morning,28,27.6,Delivered,Partner_C
20260217_3,2026-02-17,Thane_West_Hub,West,Naupada,Morning,28,27.5,Delivered,Partner_A
20260217_4,2026-02-17,Thane_West_Hub,West,Naupada,Afternoon,30,32.3,Delivered,Partner_A
20260217_5,2026-02-17,Thane_West_Hub,West,Naupada,Evening,27,27.6,Delivered,Partner_B
20260217_6,2026-02-17,Thane_West_Hub,West,Naupada,Afternoon,31,32.4,Delivered,Partner_B
20260217_7,2026-02-17,Thane_West_Hub,West,Naupada,Evening,30,35.4,Delivered,Partner_A
20260217_8,2026-02-17,Thane_West_Hub,West,Naupada,Afternoon,28,26.3,Delivered,Partner_B
20260217_9,2026-02-17,Thane_West_Hub,West,Naupada,Afternoon,29,28.3,Delivered,Partner_B
20260217_10,2026-02-17,Thane_West_Hub,West,Naupada,Morning,29,29.3,Delivered,Partner_B
20260217_11,2026-02-17,Thane_West_Hub,West,Naupada,Morning,30,30.1,Delivered,Partner_C
20260217_12,2026-02-17,Thane_West_Hub,West,Naupada,Morning,30,30.1,Delivered,Partner_B
20260217_13,2026-02-17,Thane_West_Hub,West,Naupada,Evening,27,25.4,Delivered,Partner_C
20260217_14,2026-02-17,Thane_West_Hub,West,Naupada,Afternoon,29,29.5,Delivered,Partner_C
20260217_15,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Morning,31,30.2,Delivered,Partner_B
20260217_16,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Afternoon,27,27.9,Delivered,Partner_B
20260217_17,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Morning,31,30.5,Delivered,Partner_A
20260217_18,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Morning,31,30.3,Delivered,Partner_A
20260217_19,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Morning,30,29.4,Delivered,Partner_C
20260217_20,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Afternoon,27,27.6,Delivered,Partner_B
20260217_21,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Evening,29,28.1,Delivered,Partner_A
20260217_22,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Morning,31,30.8,Delivered,Partner_A
20260217_23,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Afternoon,31,33.3,Delivered,Partner_A
20260217_24,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Morning,29,29.6,Delivered,Partner_A
20260217_25,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Morning,27,25.9,Delivered,Partner_A
20260217_26,2026-02-17,Thane_West_Hub,West,Panchpakhadi,Evening,31,36.5,Failed,Partner_C
20260217_27,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Evening,30,34.8,Delivered,Partner_B
20260217_28,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Evening,31,36.7,Failed,Partner_A
20260217_29,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Evening,27,25.9,Delivered,Partner_A
20260217_30,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Evening,30,35.2,Delivered,Partner_A
20260217_31,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Afternoon,28,27.6,Delivered,Partner_C
20260217_32,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Morning,28,26.9,Delivered,Partner_C
20260217_33,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Afternoon,28,26.4,Delivered,Partner_C
20260217_34,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Afternoon,30,30.6,Delivered,Partner_C
20260217_35,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Evening,28,27.5,Delivered,Partner_C
20260217_36,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Afternoon,29,30.3,Delivered,Partner_C
20260217_37,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Afternoon,29,29.7,Delivered,Partner_A
20260217_38,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Morning,28,28.4,Delivered,Partner_C
20260217_39,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Morning,29,29.9,Delivered,Partner_A
20260217_40,2026-02-17,Thane_West_Hub,West,Ram Maruti Road,Afternoon,31,31.6,Delivered,Partner_C
