delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260219_1,2026-02-19,Thane_West_Hub,West,Naupada,Afternoon,29,28.6,Delivered,Partner_A
20260219_2,2026-02-19,Thane_West_Hub,West,Naupada,Morning,29,31.1,Delivered,Partner_B
20260219_3,2026-02-19,Thane_West_Hub,West,Naupada,Afternoon,29,31.3,Delivered,Partner_A
20260219_4,2026-02-19,Thane_West_Hub,West,Naupada,Afternoon,27,27.6,Delivered,Partner_C
20260219_5,2026-02-19,Thane_West_Hub,West,Naupada,Evening,31,36.7,Failed,Partner_B
20260219_6,2026-02-19,Thane_West_Hub,West,Naupada,Morning,27,25.8,Delivered,Partner_C
20260219_7,2026-02-19,Thane_West_Hub,West,Naupada,Evening,31,33.3,Delivered,Partner_B
20260219_8,2026-02-19,Thane_West_Hub,West,Naupada,Morning,29,31.2,Delivered,Partner_A
20260219_9,2026-02-19,Thane_West_Hub,West,Naupada,Morning,27,25.9,Delivered,Partner_A
20260219_10,2026-02-19,Thane_West_Hub,West,Naupada,Afternoon,29,31.7,Delivered,Partner_B
20260219_11,2026-02-19,Thane_West_Hub,West,Naupada,Afternoon,31,32.9,Delivered,Partner_A
20260219_12,2026-02-19,Thane_West_Hub,West,Naupada,Morning,28,27.9,Delivered,Partner_B
20260219_13,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Evening,29,31.6,Delivered,Partner_B
20260219_14,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Afternoon,28,28.4,Delivered,Partner_B
20260219_15,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,31,29.5,Delivered,Partner_B
20260219_16,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,27,27.9,Delivered,Partner_A
20260219_17,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,30,28.1,Delivered,Partner_A
20260219_18,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Evening,30,33.2,Delivered,Partner_C
20260219_19,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,29,29.9,Delivered,Partner_A
20260219_20,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,27,27.8,Delivered,Partner_C
20260219_21,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Afternoon,27,27.0,Delivered,Partner_C
20260219_22,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,27,26.5,Delivered,Partner_B
20260219_23,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,28,26.5,Delivered,Partner_C
20260219_24,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Morning,31,31.9,Delivered,Partner_A
20260219_25,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Evening,30,32.3,Delivered,Partner_B
20260219_26,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Afternoon,27,27.4,Delivered,Partner_B
20260219_27,2026-02-19,Thane_West_Hub,West,Panchpakhadi,Evening,31,33.1,Delivered,Partner_C
20260219_28,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Morning,27,26.2,Delivered,Partner_B
20260219_29,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Afternoon,30,31.2,Delivered,Partner_A
20260219_30,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Afternoon,31,32.2,Delivered,Partner_C
20260219_31,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Evening,30,32.4,Delivered,Partner_A
20260219_32,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Morning,29,29.9,Delivered,Partner_B
20260219_33,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Morning,27,27.4,Delivered,Partner_C
20260219_34,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Afternoon,28,26.7,Delivered,Partner_A
20260219_35,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Morning,30,30.3,Delivered,Partner_C
20260219_36,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Afternoon,30,32.7,Delivered,Partner_C
20260219_37,2026-02-19,Thane_West_Hub,West,Ram Maruti Road,Afternoon,27,25.3,Delivered,Partner_A
