delivery_id,order_date,hub_id,hub_side,delivery_area,delivery_slot,promised_delivery_hours,actual_delivery_hours,delivery_status,delivery_partner
20260202_1,2026-02-02,Thane_West_Hub,West,Naupada,Afternoon,28,27.5,Delivered,Partner_A
20260202_2,2026-02-02,Thane_West_Hub,West,Naupada,Afternoon,30,33.9,Delivered,Partner_B
20260202_3,2026-02-02,Thane_West_Hub,West,Naupada,Morning,29,28.7,Delivered,Partner_B
20260202_4,2026-02-02,Thane_West_Hub,West,Naupada,Evening,29,29.7,Delivered,Partner_A
20260202_5,2026-02-02,Thane_West_Hub,West,Naupada,Morning,31,31.9,Delivered,Partner_B
20260202_6,2026-02-02,Thane_West_Hub,West,Naupada,Evening,27,26.0,Delivered,Partner_C
20260202_7,2026-02-02,Thane_West_Hub,West,Naupada,Evening,27,26.9,Delivered,Partner_C
20260202_8,2026-02-02,Thane_West_Hub,West,Naupada,Afternoon,30,32.1,Delivered,Partner_A
20260202_9,2026-02-02,Thane_West_Hub,West,Naupada,Afternoon,30,33.7,Delivered,Partner_B
20260202_10,2026-02-02,Thane_West_Hub,West,Naupada,Morning,28,27.5,Delivered,Partner_C
20260202_11,2026-02-02,Thane_West_Hub,West,Naupada,Morning,30,30.6,Delivered,Partner_B
20260202_12,2026-02-02,Thane_West_Hub,West,Naupada,Morning,28,27.8,Delivered,Partner_C
20260202_13,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Morning,27,25.5,Delivered,Partner_C
20260202_14,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Morning,29,31.2,Delivered,Partner_C
20260202_15,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Morning,29,30.9,Delivered,Partner_B
20260202_16,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Afternoon,29,31.6,Delivered,Partner_A
20260202_17,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Afternoon,27,27.0,Delivered,Partner_B
20260202_18,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Evening,27,26.3,Delivered,Partner_B
20260202_19,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Afternoon,30,32.8,Delivered,Partner_B
20260202_20,2026-02-02,Thane_West_Hub,West,Panchpakhadi,Evening,31,38.5,Failed,Partner_A
20260202_21,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Afternoon,28,28.9,Delivered,Partner_A
20260202_22,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Morning,31,32.7,Delivered,Partner_A
20260202_23,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Afternoon,31,33.1,Delivered,Partner_C
20260202_24,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Evening,29,30.4,Delivered,Partner_B
20260202_25,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Afternoon,27,26.7,Delivered,Partner_C
20260202_26,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Evening,30,37.7,Failed,Partner_C
20260202_27,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Evening,27,27.2,Delivered,Partner_C
20260202_28,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Morning,30,30.9,Delivered,Partner_C
20260202_29,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Morning,28,27.4,Delivered,Partner_C
20260202_30,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Evening,28,26.4,Delivered,Partner_A
20260202_31,2026-02-02,Thane_West_Hub,West,Ram Maruti Road,Afternoon,30,33.9,Delivered,Partner_C
20260202_32,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,29,29.2,Delivered,Partner_C
20260202_33,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,31,31.4,Delivered,Partner_C
20260202_34,2026-02-02,Thane_West_Hub,West,Talaopali,Afternoon,29,28.7,Delivered,Partner_A
20260202_35,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,27,25.2,Delivered,Partner_B
20260202_36,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,29,30.7,Delivered,Partner_A
20260202_37,2026-02-02,Thane_West_Hub,West,Talaopali,Evening,31,37.7,Failed,Partner_C
20260202_38,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,30,31.9,Delivered,Partner_A
20260202_39,2026-02-02,Thane_West_Hub,West,Talaopali,Evening,27,27.3,Delivered,Partner_A
20260202_40,2026-02-02,Thane_West_Hub,West,Talaopali,Evening,27,25.9,Delivered,Partner_B
20260202_41,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,27,27.8,Delivered,Partner_A
20260202_42,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,30,31.1,Delivered,Partner_A
20260202_43,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,29,30.5,Delivered,Partner_A
20260202_44,2026-02-02,Thane_West_Hub,West,Talaopali,Afternoon,30,33.4,Delivered,Partner_C
20260202_45,2026-02-02,Thane_West_Hub,West,Talaopali,Morning,31,31.9,Delivered,Partner_A
20260202_46,2026-02-02,Thane_West_Hub,West,Talaopali,Afternoon,27,25.4,Delivered,Partner_B
20260202_47,2026-02-02,Thane_West_Hub,West,Uthalsar,Afternoon,29,28.7,Delivered,Partner_C
20260202_48,2026-02-02,Thane_West_Hub,West,Uthalsar,Evening,31,36.1,Failed,Partner_B
20260202_49,2026-02-02,Thane_West_Hub,West,Uthalsar,Afternoon,28,26.0,Delivered,Partner_C
20260202_50,2026-02-02,Thane_West_Hub,West,Uthalsar,Evening,31,36.0,Delivered,Partner_C
20260202_51,2026-02-02,Thane_West_Hub,West,Uthalsar,Afternoon,27,26.0,Delivered,Partner_A
20260202_52,2026-02-02,Thane_West_Hub,West,Uthalsar,Afternoon,29,32.0,Delivered,Partner_A
20260202_53,2026-02-02,Thane_West_Hub,West,Uthalsar,Morning,28,28.2,Delivered,Partner_B
20260202_54,2026-02-02,Thane_West_Hub,West,Uthalsar,Evening,29,30.6,Delivered,Partner_C
20260202_55,2026-02-02,Thane_West_Hub,West,Uthalsar,Morning,29,30.7,Delivered,Partner_A
20260202_56,2026-02-02,Thane_West_Hub,West,Uthalsar,Afternoon,28,27.5,Delivered,Partner_B
20260202_57,2026-02-02,Thane_West_Hub,West,Uthalsar,Evening,30,35.0,Delivered,Partner_A
20260202_58,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Evening,28,27.1,Delivered,Partner_C
20260202_59,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Evening,30,35.0,Delivered,Partner_A
20260202_60,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Morning,27,26.9,Delivered,Partner_A
20260202_61,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Afternoon,29,29.0,Delivered,Partner_B
20260202_62,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Morning,31,32.3,Delivered,Partner_B
20260202_63,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Afternoon,28,28.9,Delivered,Partner_B
20260202_64,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Morning,30,31.1,Delivered,Partner_A
20260202_65,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Afternoon,29,28.2,Delivered,Partner_B
20260202_66,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Afternoon,27,25.3,Delivered,Partner_B
20260202_67,2026-02-02,Thane_West_Hub,West,Vartak Nagar,Evening,28,26.8,Delivered,Partner_B
20260202_68,2026-02-02,Thane_West_Hub,West,Lokmanya Nagar,Morning,27,25.9,Delivered,Partner_B
20260202_69,2026-02-02,Thane_West_Hub,West,Lokmanya Nagar,Afternoon,29,31.7,Delivered,Partner_C
20260202_70,2026-02-02,Thane_West_Hub,West,Lokmanya Nagar,Morning,31,32.4,Delivered,Partner_B
20260202_71,2026-02-02,Thane_West_Hub,West,Lokmanya Nagar,Evening,31,36.5,Failed,Partner_B
20260202_72,2026-02-02,Thane_West_Hub,West,Lokmanya Nagar,Morning,28,27.1,Delivered,Partner_B
20260202_73,2026-02-02,Thane_West_Hub,West,Lokmanya Nagar,Evening,30,37.1,Failed,Partner_A
20260202_74,2026-02-02,Thane_West_Hub,West,Lokmanya Nagar,Evening,30,35.7,Delivered,Partner_B
20260202_75,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Morning,29,30.5,Delivered,Partner_B
20260202_76,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Afternoon,30,32.4,Delivered,Partner_C
20260202_77,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Evening,27,26.2,Delivered,Partner_C
20260202_78,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Evening,29,28.1,Delivered,Partner_C
20260202_79,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Evening,28,28.2,Delivered,Partner_A
20260202_80,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Afternoon,31,33.6,Delivered,Partner_B
20260202_81,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Afternoon,29,28.8,Delivered,Partner_A
20260202_82,2026-02-02,Thane_West_Hub,West,Nitin Company Area,Morning,27,27.7,Delivered,Partner_A
20260202_83,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Morning,27,25.4,Delivered,Partner_C
20260202_84,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Morning,29,31.1,Delivered,Partner_B
20260202_85,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Morning,31,31.1,Delivered,Partner_B
20260202_86,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Evening,29,28.7,Delivered,Partner_C
20260202_87,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Morning,31,31.7,Delivered,Partner_C
20260202_88,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Evening,30,37.1,Failed,Partner_A
20260202_89,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Morning,28,27.8,Delivered,Partner_A
20260202_90,2026-02-02,Thane_West_Hub,West,Vasant Vihar,Afternoon,28,26.7,Delivered,Partner_A
20260202_91,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Evening,27,27.4,Delivered,Partner_A
20260202_92,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Morning,31,31.6,Delivered,Partner_A
20260202_93,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Afternoon,27,25.4,Delivered,Partner_A
20260202_94,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Evening,29,28.4,Delivered,Partner_C
20260202_95,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Morning,27,25.7,Delivered,Partner_B
20260202_96,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Evening,31,35.2,Delivered,Partner_C
20260202_97,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Evening,31,37.7,Failed,Partner_A
20260202_98,2026-02-02,Thane_West_Hub,West,Chirag Nagar,Afternoon,29,29.0,Delivered,Partner_B
20260202_99,2026-02-02,Thane_West_Hub,West,Upvan,Morning,29,30.1,Delivered,Partner_A
20260202_100,2026-02-02,Thane_West_Hub,West,Upvan,Afternoon,31,34.1,Delivered,Partner_A
20260202_101,2026-02-02,Thane_West_Hub,West,Upvan,Evening,28,27.3,Delivered,Partner_C
20260202_102,2026-02-02,Thane_West_Hub,West,Upvan,Afternoon,29,29.0,Delivered,Partner_B
20260202_103,2026-02-02,Thane_West_Hub,West,Upvan,Morning,30,31.8,Delivered,Partner_C
20260202_104,2026-02-02,Thane_West_Hub,West,Upvan,Morning,27,27.7,Delivered,Partner_B
20260202_105,2026-02-02,Thane_West_Hub,West,Upvan,Evening,27,25.2,Delivered,Partner_C
20260202_106,2026-02-02,Thane_West_Hub,West,Upvan,Afternoon,30,33.2,Delivered,Partner_B
20260202_107,2026-02-02,Thane_West_Hub,West,Upvan,Afternoon,30,32.8,Delivered,Partner_B
20260202_108,2026-02-02,Thane_West_Hub,West,Upvan,Evening,31,36.9,Failed,Partner_A
20260202_109,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,27,25.8,Delivered,Partner_A
20260202_110,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,27,27.9,Delivered,Partner_A
20260202_111,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,29,29.0,Delivered,Partner_C
20260202_112,2026-02-02,Thane_West_Hub,West,Dhokali,Afternoon,27,29.0,Delivered,Partner_C
20260202_113,2026-02-02,Thane_West_Hub,West,Dhokali,Evening,30,36.1,Failed,Partner_B
20260202_114,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,31,32.5,Delivered,Partner_B
20260202_115,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,27,26.2,Delivered,Partner_C
20260202_116,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,30,32.0,Delivered,Partner_C
20260202_117,2026-02-02,Thane_West_Hub,West,Dhokali,Evening,27,25.1,Delivered,Partner_A
20260202_118,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,27,28.9,Delivered,Partner_A
20260202_119,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,28,26.2,Delivered,Partner_B
20260202_120,2026-02-02,Thane_West_Hub,West,Dhokali,Afternoon,29,29.7,Delivered,Partner_B
20260202_121,2026-02-02,Thane_West_Hub,West,Dhokali,Morning,31,34.0,Delivered,Partner_C
20260202_122,2026-02-02,Thane_West_Hub,West,Dhokali,Afternoon,30,33.7,Delivered,Partner_B
20260202_123,2026-02-02,Thane_West_Hub,West,Majiwada,Morning,31,31.6,Delivered,Partner_A
20260202_124,2026-02-02,Thane_West_Hub,West,Majiwada,Afternoon,29,30.5,Delivered,Partner_A
20260202_125,2026-02-02,Thane_West_Hub,West,Majiwada,Afternoon,30,33.2,Delivered,Partner_B
